"","Subject","Datafile","Label"
"48","Subject01","Subject01/Subject01_Aufnahme047.csv","curve-right-step"
"49","Subject01","Subject01/Subject01_Aufnahme048.csv","stand-to-sit"
"50","Subject01","Subject01/Subject01_Aufnahme049.csv","stand-to-sit"
"51","Subject01","Subject01/Subject01_Aufnahme050.csv","lateral-shuffle-right"
"52","Subject01","Subject01/Subject01_Aufnahme051.csv","run"
"53","Subject01","Subject01/Subject01_Aufnahme052.csv","stair-down"
"54","Subject01","Subject01/Subject01_Aufnahme053.csv","curve-right-step"
"55","Subject01","Subject01/Subject01_Aufnahme054.csv","jump-two-leg"
"56","Subject01","Subject01/Subject01_Aufnahme055.csv","lateral-shuffle-right"
"57","Subject01","Subject01/Subject01_Aufnahme056.csv","lateral-shuffle-right"
"58","Subject01","Subject01/Subject01_Aufnahme057.csv","curve-right-step"
"59","Subject01","Subject01/Subject01_Aufnahme058.csv","lateral-shuffle-left"
"60","Subject01","Subject01/Subject01_Aufnahme059.csv","stair-up"
"61","Subject01","Subject01/Subject01_Aufnahme060.csv","curve-left-spin-Rfirst"
"62","Subject01","Subject01/Subject01_Aufnahme061.csv","jump-two-leg"
"63","Subject01","Subject01/Subject01_Aufnahme062.csv","v-cut-right-Rfirst"
"64","Subject01","Subject01/Subject01_Aufnahme063.csv","run"
"65","Subject01","Subject01/Subject01_Aufnahme064.csv","jump-two-leg"
"66","Subject01","Subject01/Subject01_Aufnahme065.csv","stair-down"
"67","Subject01","Subject01/Subject01_Aufnahme066.csv","sit-to-stand"
"68","Subject01","Subject01/Subject01_Aufnahme067.csv","curve-left-spin-Lfirst"
"69","Subject01","Subject01/Subject01_Aufnahme068.csv","stair-down"
"70","Subject01","Subject01/Subject01_Aufnahme069.csv","lateral-shuffle-right"
"71","Subject01","Subject01/Subject01_Aufnahme070.csv","stair-up"
"72","Subject01","Subject01/Subject01_Aufnahme071.csv","stand-to-sit"
"73","Subject01","Subject01/Subject01_Aufnahme072.csv","stair-down"
"74","Subject01","Subject01/Subject01_Aufnahme073.csv","stair-up"
"75","Subject01","Subject01/Subject01_Aufnahme074.csv","curve-right-step"
"76","Subject01","Subject01/Subject01_Aufnahme075.csv","lateral-shuffle-right"
"77","Subject01","Subject01/Subject01_Aufnahme076.csv","lateral-shuffle-right"
"78","Subject01","Subject01/Subject01_Aufnahme077.csv","run"
"79","Subject01","Subject01/Subject01_Aufnahme078.csv","stair-down"
"80","Subject01","Subject01/Subject01_Aufnahme079.csv","v-cut-right-Lfirst"
"81","Subject01","Subject01/Subject01_Aufnahme080.csv","run"
"82","Subject01","Subject01/Subject01_Aufnahme081.csv","curve-right-step"
"83","Subject01","Subject01/Subject01_Aufnahme082.csv","run"
"84","Subject01","Subject01/Subject01_Aufnahme083.csv","stair-down"
"85","Subject01","Subject01/Subject01_Aufnahme084.csv","curve-right-spin-Lfirst"
"86","Subject01","Subject01/Subject01_Aufnahme085.csv","stair-down"
"87","Subject01","Subject01/Subject01_Aufnahme086.csv","stair-up"
"88","Subject01","Subject01/Subject01_Aufnahme087.csv","sit"
"89","Subject01","Subject01/Subject01_Aufnahme088.csv","run"
"90","Subject01","Subject01/Subject01_Aufnahme089.csv","lateral-shuffle-left"
"91","Subject01","Subject01/Subject01_Aufnahme090.csv","stair-down"
"92","Subject01","Subject01/Subject01_Aufnahme091.csv","curve-right-spin-Lfirst"
"93","Subject01","Subject01/Subject01_Aufnahme092.csv","jump-two-leg"
"94","Subject01","Subject01/Subject01_Aufnahme093.csv","run"
"95","Subject01","Subject01/Subject01_Aufnahme094.csv","sit"
"96","Subject01","Subject01/Subject01_Aufnahme095.csv","sit"
"97","Subject01","Subject01/Subject01_Aufnahme096.csv","sit"
"98","Subject01","Subject01/Subject01_Aufnahme097.csv","curve-right-spin-Lfirst"
"99","Subject01","Subject01/Subject01_Aufnahme098.csv","curve-right-step"
"100","Subject01","Subject01/Subject01_Aufnahme099.csv","stair-down"
"101","Subject01","Subject01/Subject01_Aufnahme100.csv","v-cut-right-Rfirst"
"102","Subject01","Subject01/Subject01_Aufnahme101.csv","curve-right-spin-Rfirst"
"103","Subject01","Subject01/Subject01_Aufnahme102.csv","stand-to-sit"
"104","Subject01","Subject01/Subject01_Aufnahme103.csv","stair-down"
"105","Subject01","Subject01/Subject01_Aufnahme104.csv","lateral-shuffle-left"
"106","Subject01","Subject01/Subject01_Aufnahme105.csv","curve-left-spin-Lfirst"
"107","Subject01","Subject01/Subject01_Aufnahme106.csv","stair-down"
"108","Subject01","Subject01/Subject01_Aufnahme107.csv","curve-right-step"
"109","Subject01","Subject01/Subject01_Aufnahme108.csv","run"
"110","Subject01","Subject01/Subject01_Aufnahme109.csv","stair-down"
"111","Subject01","Subject01/Subject01_Aufnahme110.csv","lateral-shuffle-right"
"112","Subject01","Subject01/Subject01_Aufnahme111.csv","v-cut-right-Rfirst"
"113","Subject01","Subject01/Subject01_Aufnahme112.csv","curve-right-spin-Lfirst"
"114","Subject01","Subject01/Subject01_Aufnahme113.csv","sit"
"115","Subject01","Subject01/Subject01_Aufnahme114.csv","sit"
"116","Subject01","Subject01/Subject01_Aufnahme115.csv","lateral-shuffle-right"
"117","Subject01","Subject01/Subject01_Aufnahme116.csv","curve-right-spin-Lfirst"
"118","Subject01","Subject01/Subject01_Aufnahme117.csv","lateral-shuffle-left"
"119","Subject01","Subject01/Subject01_Aufnahme118.csv","curve-right-step"
"120","Subject01","Subject01/Subject01_Aufnahme119.csv","curve-right-spin-Lfirst"
"121","Subject01","Subject01/Subject01_Aufnahme120.csv","jump-two-leg"
"122","Subject01","Subject01/Subject01_Aufnahme121.csv","run"
"123","Subject01","Subject01/Subject01_Aufnahme122.csv","stair-up"
"124","Subject01","Subject01/Subject01_Aufnahme123.csv","jump-two-leg"
"125","Subject01","Subject01/Subject01_Aufnahme124.csv","run"
"126","Subject01","Subject01/Subject01_Aufnahme125.csv","lateral-shuffle-right"
"127","Subject01","Subject01/Subject01_Aufnahme126.csv","curve-left-spin-Lfirst"
"128","Subject01","Subject01/Subject01_Aufnahme127.csv","curve-right-spin-Lfirst"
"129","Subject01","Subject01/Subject01_Aufnahme128.csv","jump-two-leg"
"130","Subject01","Subject01/Subject01_Aufnahme129.csv","stair-up"
"131","Subject01","Subject01/Subject01_Aufnahme130.csv","lateral-shuffle-right"
"132","Subject01","Subject01/Subject01_Aufnahme131.csv","stand-to-sit"
"133","Subject01","Subject01/Subject01_Aufnahme132.csv","jump-two-leg"
"134","Subject01","Subject01/Subject01_Aufnahme133.csv","curve-left-spin-Lfirst"
"135","Subject01","Subject01/Subject01_Aufnahme134.csv","sit"
"136","Subject01","Subject01/Subject01_Aufnahme135.csv","sit-to-stand"
"137","Subject01","Subject01/Subject01_Aufnahme136.csv","curve-right-spin-Lfirst"
"138","Subject01","Subject01/Subject01_Aufnahme137.csv","stair-down"
"139","Subject01","Subject01/Subject01_Aufnahme138.csv","stair-up"
"140","Subject01","Subject01/Subject01_Aufnahme139.csv","stair-down"
"141","Subject01","Subject01/Subject01_Aufnahme140.csv","curve-right-step"
"142","Subject01","Subject01/Subject01_Aufnahme141.csv","run"
"143","Subject01","Subject01/Subject01_Aufnahme142.csv","v-cut-right-Rfirst"
"144","Subject01","Subject01/Subject01_Aufnahme143.csv","sit-to-stand"
"145","Subject01","Subject01/Subject01_Aufnahme144.csv","lateral-shuffle-left"
"146","Subject01","Subject01/Subject01_Aufnahme145.csv","lateral-shuffle-left"
"147","Subject01","Subject01/Subject01_Aufnahme146.csv","stair-down"
"148","Subject01","Subject01/Subject01_Aufnahme147.csv","curve-left-spin-Lfirst"
"149","Subject01","Subject01/Subject01_Aufnahme148.csv","curve-right-step"
"150","Subject01","Subject01/Subject01_Aufnahme149.csv","stair-down"
"151","Subject01","Subject01/Subject01_Aufnahme150.csv","sit"
"152","Subject01","Subject01/Subject01_Aufnahme151.csv","sit-to-stand"
"153","Subject01","Subject01/Subject01_Aufnahme152.csv","sit-to-stand"
"154","Subject01","Subject01/Subject01_Aufnahme153.csv","stand-to-sit"
"155","Subject01","Subject01/Subject01_Aufnahme154.csv","run"
"156","Subject01","Subject01/Subject01_Aufnahme155.csv","curve-right-spin-Rfirst"
"157","Subject01","Subject01/Subject01_Aufnahme156.csv","stair-up"
"158","Subject01","Subject01/Subject01_Aufnahme157.csv","lateral-shuffle-right"
"159","Subject01","Subject01/Subject01_Aufnahme158.csv","jump-one-leg"
"160","Subject01","Subject01/Subject01_Aufnahme159.csv","lateral-shuffle-left"
"161","Subject01","Subject01/Subject01_Aufnahme160.csv","run"
"162","Subject01","Subject01/Subject01_Aufnahme161.csv","curve-left-step"
"163","Subject01","Subject01/Subject01_Aufnahme162.csv","sit-to-stand"
"164","Subject01","Subject01/Subject01_Aufnahme163.csv","curve-right-step"
"165","Subject01","Subject01/Subject01_Aufnahme164.csv","stair-down"
"166","Subject01","Subject01/Subject01_Aufnahme165.csv","stair-down"
"167","Subject01","Subject01/Subject01_Aufnahme166.csv","jump-one-leg"
"168","Subject01","Subject01/Subject01_Aufnahme167.csv","jump-two-leg"
"169","Subject01","Subject01/Subject01_Aufnahme168.csv","curve-right-step"
"170","Subject01","Subject01/Subject01_Aufnahme169.csv","stair-down"
"171","Subject01","Subject01/Subject01_Aufnahme170.csv","curve-left-step"
"172","Subject01","Subject01/Subject01_Aufnahme171.csv","sit"
"173","Subject01","Subject01/Subject01_Aufnahme172.csv","stair-up"
"174","Subject01","Subject01/Subject01_Aufnahme173.csv","stair-down"
"175","Subject01","Subject01/Subject01_Aufnahme174.csv","run"
"176","Subject01","Subject01/Subject01_Aufnahme175.csv","run"
"177","Subject01","Subject01/Subject01_Aufnahme176.csv","curve-right-spin-Lfirst"
"178","Subject01","Subject01/Subject01_Aufnahme177.csv","lateral-shuffle-right"
"179","Subject01","Subject01/Subject01_Aufnahme178.csv","curve-right-step"
"180","Subject01","Subject01/Subject01_Aufnahme179.csv","v-cut-right-Lfirst"
"181","Subject01","Subject01/Subject01_Aufnahme180.csv","v-cut-left-Lfirst"
"182","Subject01","Subject01/Subject01_Aufnahme181.csv","stair-up"
"183","Subject01","Subject01/Subject01_Aufnahme182.csv","curve-left-step"
"184","Subject01","Subject01/Subject01_Aufnahme183.csv","stand-to-sit"
"185","Subject01","Subject01/Subject01_Aufnahme184.csv","stair-down"
"186","Subject01","Subject01/Subject01_Aufnahme185.csv","curve-right-spin-Lfirst"
"187","Subject01","Subject01/Subject01_Aufnahme186.csv","curve-right-spin-Lfirst"
"188","Subject01","Subject01/Subject01_Aufnahme187.csv","jump-one-leg"
"189","Subject01","Subject01/Subject01_Aufnahme188.csv","run"
"190","Subject01","Subject01/Subject01_Aufnahme189.csv","sit-to-stand"
"191","Subject01","Subject01/Subject01_Aufnahme190.csv","jump-two-leg"
"192","Subject01","Subject01/Subject01_Aufnahme191.csv","stand-to-sit"
"193","Subject01","Subject01/Subject01_Aufnahme192.csv","stair-down"
"194","Subject01","Subject01/Subject01_Aufnahme193.csv","curve-right-spin-Lfirst"
"195","Subject01","Subject01/Subject01_Aufnahme194.csv","stair-up"
"196","Subject01","Subject01/Subject01_Aufnahme195.csv","jump-two-leg"
"197","Subject01","Subject01/Subject01_Aufnahme196.csv","lateral-shuffle-right"
"198","Subject01","Subject01/Subject01_Aufnahme197.csv","stair-up"
"199","Subject01","Subject01/Subject01_Aufnahme198.csv","curve-left-step"
"200","Subject01","Subject01/Subject01_Aufnahme199.csv","lateral-shuffle-left"
"201","Subject01","Subject01/Subject01_Aufnahme200.csv","sit"
"202","Subject01","Subject01/Subject01_Aufnahme201.csv","sit-to-stand"
"203","Subject01","Subject01/Subject01_Aufnahme202.csv","sit"
"204","Subject01","Subject01/Subject01_Aufnahme203.csv","stair-down"
"205","Subject01","Subject01/Subject01_Aufnahme204.csv","curve-left-step"
"206","Subject01","Subject01/Subject01_Aufnahme205.csv","curve-right-spin-Lfirst"
"207","Subject01","Subject01/Subject01_Aufnahme206.csv","sit-to-stand"
"208","Subject01","Subject01/Subject01_Aufnahme207.csv","lateral-shuffle-left"
"209","Subject01","Subject01/Subject01_Aufnahme208.csv","jump-two-leg"
"210","Subject01","Subject01/Subject01_Aufnahme209.csv","v-cut-left-Lfirst"
"211","Subject01","Subject01/Subject01_Aufnahme210.csv","curve-right-step"
"212","Subject01","Subject01/Subject01_Aufnahme211.csv","curve-right-spin-Lfirst"
"213","Subject01","Subject01/Subject01_Aufnahme212.csv","curve-right-spin-Lfirst"
"214","Subject01","Subject01/Subject01_Aufnahme213.csv","jump-two-leg"
"215","Subject01","Subject01/Subject01_Aufnahme214.csv","sit"
"216","Subject01","Subject01/Subject01_Aufnahme215.csv","curve-right-spin-Lfirst"
"217","Subject01","Subject01/Subject01_Aufnahme216.csv","curve-right-step"
"218","Subject01","Subject01/Subject01_Aufnahme217.csv","run"
"219","Subject01","Subject01/Subject01_Aufnahme218.csv","curve-right-step"
"220","Subject01","Subject01/Subject01_Aufnahme219.csv","curve-left-step"
"221","Subject01","Subject01/Subject01_Aufnahme220.csv","stand-to-sit"
"222","Subject01","Subject01/Subject01_Aufnahme221.csv","stair-up"
"223","Subject01","Subject01/Subject01_Aufnahme222.csv","lateral-shuffle-left"
"224","Subject01","Subject01/Subject01_Aufnahme223.csv","stair-up"
"225","Subject01","Subject01/Subject01_Aufnahme224.csv","sit"
"226","Subject01","Subject01/Subject01_Aufnahme225.csv","curve-right-spin-Lfirst"
"227","Subject01","Subject01/Subject01_Aufnahme226.csv","stair-down"
"228","Subject01","Subject01/Subject01_Aufnahme227.csv","sit-to-stand"
"229","Subject01","Subject01/Subject01_Aufnahme228.csv","curve-left-spin-Lfirst"
"230","Subject01","Subject01/Subject01_Aufnahme229.csv","curve-right-step"
"231","Subject01","Subject01/Subject01_Aufnahme230.csv","run"
"232","Subject01","Subject01/Subject01_Aufnahme231.csv","jump-one-leg"
"233","Subject01","Subject01/Subject01_Aufnahme232.csv","lateral-shuffle-right"
"234","Subject01","Subject01/Subject01_Aufnahme233.csv","curve-right-step"
"235","Subject01","Subject01/Subject01_Aufnahme234.csv","stair-up"
"236","Subject01","Subject01/Subject01_Aufnahme235.csv","sit"
"237","Subject01","Subject01/Subject01_Aufnahme236.csv","jump-two-leg"
"238","Subject01","Subject01/Subject01_Aufnahme237.csv","curve-right-spin-Lfirst"
"239","Subject01","Subject01/Subject01_Aufnahme238.csv","run"
"240","Subject01","Subject01/Subject01_Aufnahme239.csv","curve-right-step"
"241","Subject01","Subject01/Subject01_Aufnahme240.csv","stair-up"
"242","Subject01","Subject01/Subject01_Aufnahme241.csv","stair-down"
"243","Subject01","Subject01/Subject01_Aufnahme242.csv","run"
"244","Subject01","Subject01/Subject01_Aufnahme243.csv","jump-one-leg"
"245","Subject01","Subject01/Subject01_Aufnahme244.csv","stair-up"
"246","Subject01","Subject01/Subject01_Aufnahme245.csv","curve-left-spin-Lfirst"
"247","Subject01","Subject01/Subject01_Aufnahme246.csv","lateral-shuffle-right"
"248","Subject01","Subject01/Subject01_Aufnahme247.csv","lateral-shuffle-left"
"249","Subject01","Subject01/Subject01_Aufnahme248.csv","sit"
"250","Subject01","Subject01/Subject01_Aufnahme249.csv","sit"
"251","Subject01","Subject01/Subject01_Aufnahme250.csv","v-cut-right-Rfirst"
"252","Subject01","Subject01/Subject01_Aufnahme251.csv","curve-right-step"
"253","Subject01","Subject01/Subject01_Aufnahme252.csv","lateral-shuffle-right"
"254","Subject01","Subject01/Subject01_Aufnahme253.csv","stair-up"
"255","Subject01","Subject01/Subject01_Aufnahme254.csv","lateral-shuffle-right"
"256","Subject01","Subject01/Subject01_Aufnahme255.csv","sit"
"257","Subject01","Subject01/Subject01_Aufnahme256.csv","v-cut-left-Lfirst"
"258","Subject01","Subject01/Subject01_Aufnahme257.csv","jump-two-leg"
"259","Subject01","Subject01/Subject01_Aufnahme258.csv","v-cut-left-Lfirst"
"260","Subject01","Subject01/Subject01_Aufnahme259.csv","jump-one-leg"
"261","Subject01","Subject01/Subject01_Aufnahme260.csv","curve-right-step"
"262","Subject01","Subject01/Subject01_Aufnahme261.csv","run"
"263","Subject01","Subject01/Subject01_Aufnahme262.csv","stair-down"
"264","Subject01","Subject01/Subject01_Aufnahme263.csv","lateral-shuffle-right"
"265","Subject01","Subject01/Subject01_Aufnahme264.csv","run"
"266","Subject01","Subject01/Subject01_Aufnahme265.csv","curve-right-spin-Lfirst"
"267","Subject01","Subject01/Subject01_Aufnahme266.csv","v-cut-left-Rfirst"
"268","Subject01","Subject01/Subject01_Aufnahme267.csv","curve-right-spin-Rfirst"
"269","Subject01","Subject01/Subject01_Aufnahme268.csv","curve-left-spin-Lfirst"
"270","Subject01","Subject01/Subject01_Aufnahme269.csv","stand-to-sit"
"271","Subject01","Subject01/Subject01_Aufnahme270.csv","stair-down"
"272","Subject01","Subject01/Subject01_Aufnahme271.csv","sit"
"273","Subject01","Subject01/Subject01_Aufnahme272.csv","v-cut-left-Lfirst"
"274","Subject01","Subject01/Subject01_Aufnahme273.csv","v-cut-left-Lfirst"
"275","Subject01","Subject01/Subject01_Aufnahme274.csv","stair-down"
"276","Subject01","Subject01/Subject01_Aufnahme275.csv","lateral-shuffle-right"
"277","Subject01","Subject01/Subject01_Aufnahme276.csv","sit"
"278","Subject01","Subject01/Subject01_Aufnahme277.csv","lateral-shuffle-left"
"279","Subject01","Subject01/Subject01_Aufnahme278.csv","lateral-shuffle-left"
"280","Subject01","Subject01/Subject01_Aufnahme279.csv","sit-to-stand"
"281","Subject01","Subject01/Subject01_Aufnahme280.csv","sit"
"282","Subject01","Subject01/Subject01_Aufnahme281.csv","jump-one-leg"
"283","Subject01","Subject01/Subject01_Aufnahme282.csv","stair-up"
"284","Subject01","Subject01/Subject01_Aufnahme283.csv","sit-to-stand"
"285","Subject01","Subject01/Subject01_Aufnahme284.csv","run"
"286","Subject01","Subject01/Subject01_Aufnahme285.csv","jump-one-leg"
"287","Subject01","Subject01/Subject01_Aufnahme286.csv","jump-two-leg"
"288","Subject01","Subject01/Subject01_Aufnahme287.csv","stand-to-sit"
"289","Subject01","Subject01/Subject01_Aufnahme288.csv","sit-to-stand"
"290","Subject01","Subject01/Subject01_Aufnahme289.csv","sit-to-stand"
"291","Subject01","Subject01/Subject01_Aufnahme290.csv","sit"
"292","Subject01","Subject01/Subject01_Aufnahme291.csv","jump-two-leg"
"293","Subject01","Subject01/Subject01_Aufnahme292.csv","sit"
"294","Subject01","Subject01/Subject01_Aufnahme293.csv","sit"
"295","Subject01","Subject01/Subject01_Aufnahme294.csv","run"
"296","Subject01","Subject01/Subject01_Aufnahme295.csv","stair-down"
"297","Subject01","Subject01/Subject01_Aufnahme296.csv","curve-right-spin-Lfirst"
"298","Subject01","Subject01/Subject01_Aufnahme297.csv","curve-right-spin-Lfirst"
"299","Subject01","Subject01/Subject01_Aufnahme298.csv","stand-to-sit"
"300","Subject01","Subject01/Subject01_Aufnahme299.csv","curve-right-step"
"301","Subject01","Subject01/Subject01_Aufnahme300.csv","lateral-shuffle-right"
"302","Subject01","Subject01/Subject01_Aufnahme301.csv","lateral-shuffle-right"
"303","Subject01","Subject01/Subject01_Aufnahme302.csv","stair-down"
"304","Subject01","Subject01/Subject01_Aufnahme303.csv","jump-one-leg"
"305","Subject01","Subject01/Subject01_Aufnahme304.csv","stair-up"
"306","Subject01","Subject01/Subject01_Aufnahme305.csv","curve-right-spin-Lfirst"
"307","Subject01","Subject01/Subject01_Aufnahme306.csv","stair-down"
"308","Subject01","Subject01/Subject01_Aufnahme307.csv","run"
"309","Subject01","Subject01/Subject01_Aufnahme308.csv","v-cut-right-Rfirst"
"310","Subject01","Subject01/Subject01_Aufnahme309.csv","stair-down"
"311","Subject01","Subject01/Subject01_Aufnahme310.csv","sit"
"312","Subject01","Subject01/Subject01_Aufnahme311.csv","jump-two-leg"
"313","Subject01","Subject01/Subject01_Aufnahme312.csv","jump-two-leg"
"314","Subject01","Subject01/Subject01_Aufnahme313.csv","run"
"315","Subject01","Subject01/Subject01_Aufnahme314.csv","curve-right-step"
"316","Subject01","Subject01/Subject01_Aufnahme315.csv","lateral-shuffle-right"
"317","Subject01","Subject01/Subject01_Aufnahme316.csv","jump-two-leg"
"318","Subject01","Subject01/Subject01_Aufnahme317.csv","stair-down"
"319","Subject01","Subject01/Subject01_Aufnahme318.csv","curve-right-spin-Lfirst"
"320","Subject01","Subject01/Subject01_Aufnahme319.csv","v-cut-right-Rfirst"
"321","Subject01","Subject01/Subject01_Aufnahme320.csv","lateral-shuffle-right"
"322","Subject01","Subject01/Subject01_Aufnahme321.csv","sit"
"323","Subject01","Subject01/Subject01_Aufnahme322.csv","sit-to-stand"
"324","Subject01","Subject01/Subject01_Aufnahme323.csv","curve-right-spin-Lfirst"
"325","Subject01","Subject01/Subject01_Aufnahme324.csv","curve-right-spin-Lfirst"
"326","Subject01","Subject01/Subject01_Aufnahme325.csv","curve-right-step"
"327","Subject01","Subject01/Subject01_Aufnahme326.csv","lateral-shuffle-right"
"328","Subject01","Subject01/Subject01_Aufnahme327.csv","jump-two-leg"
"329","Subject01","Subject01/Subject01_Aufnahme328.csv","run"
"330","Subject01","Subject01/Subject01_Aufnahme329.csv","jump-two-leg"
"331","Subject01","Subject01/Subject01_Aufnahme330.csv","jump-two-leg"
"332","Subject01","Subject01/Subject01_Aufnahme331.csv","stair-down"
"333","Subject01","Subject01/Subject01_Aufnahme332.csv","sit"
"334","Subject01","Subject01/Subject01_Aufnahme333.csv","jump-one-leg"
"335","Subject01","Subject01/Subject01_Aufnahme334.csv","jump-one-leg"
"336","Subject01","Subject01/Subject01_Aufnahme335.csv","sit-to-stand"
"337","Subject01","Subject01/Subject01_Aufnahme336.csv","jump-two-leg"
"338","Subject01","Subject01/Subject01_Aufnahme337.csv","stair-up"
"339","Subject01","Subject01/Subject01_Aufnahme338.csv","lateral-shuffle-right"
"340","Subject01","Subject01/Subject01_Aufnahme339.csv","lateral-shuffle-right"
"341","Subject01","Subject01/Subject01_Aufnahme340.csv","stair-down"
"342","Subject01","Subject01/Subject01_Aufnahme341.csv","jump-one-leg"
"343","Subject01","Subject01/Subject01_Aufnahme342.csv","sit"
"344","Subject01","Subject01/Subject01_Aufnahme343.csv","lateral-shuffle-left"
"345","Subject01","Subject01/Subject01_Aufnahme344.csv","curve-right-spin-Rfirst"
"346","Subject01","Subject01/Subject01_Aufnahme345.csv","lateral-shuffle-left"
"347","Subject01","Subject01/Subject01_Aufnahme346.csv","sit-to-stand"
"348","Subject01","Subject01/Subject01_Aufnahme347.csv","curve-right-spin-Rfirst"
"349","Subject01","Subject01/Subject01_Aufnahme348.csv","sit"
"350","Subject01","Subject01/Subject01_Aufnahme349.csv","lateral-shuffle-right"
"351","Subject01","Subject01/Subject01_Aufnahme350.csv","sit-to-stand"
"352","Subject01","Subject01/Subject01_Aufnahme351.csv","sit"
"353","Subject01","Subject01/Subject01_Aufnahme352.csv","curve-right-step"
"354","Subject01","Subject01/Subject01_Aufnahme353.csv","stair-down"
"355","Subject01","Subject01/Subject01_Aufnahme354.csv","curve-right-spin-Lfirst"
"356","Subject01","Subject01/Subject01_Aufnahme355.csv","curve-left-spin-Rfirst"
"357","Subject01","Subject01/Subject01_Aufnahme356.csv","lateral-shuffle-right"
"358","Subject01","Subject01/Subject01_Aufnahme357.csv","curve-right-spin-Rfirst"
"359","Subject01","Subject01/Subject01_Aufnahme358.csv","curve-right-step"
"360","Subject01","Subject01/Subject01_Aufnahme359.csv","jump-two-leg"
"361","Subject01","Subject01/Subject01_Aufnahme360.csv","stair-down"
"362","Subject01","Subject01/Subject01_Aufnahme361.csv","curve-right-step"
"363","Subject01","Subject01/Subject01_Aufnahme362.csv","lateral-shuffle-right"
"364","Subject01","Subject01/Subject01_Aufnahme363.csv","curve-right-step"
"365","Subject01","Subject01/Subject01_Aufnahme364.csv","curve-left-spin-Lfirst"
"366","Subject01","Subject01/Subject01_Aufnahme365.csv","jump-one-leg"
"367","Subject01","Subject01/Subject01_Aufnahme366.csv","v-cut-left-Lfirst"
